20201223,宝山,共康,金质楼层，采光好，3房，配套完善看房方便,470万,3室1厅 | 95.42平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_OdblHXcFn.jpg.296x216.jpg
20201223,宝山,共康,商品房，满五唯一，普通住宅，私家花园，小区环境好,350万,1室2厅 | 60.11平米 | 南 北 | 精装 | 低楼层(共6层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4bd531ef-d102-4da0-af5a-1479399cf1cc_1000.jpg.296x216.jpg
20201223,宝山,共康,此房商品房，一梯二户，户型方正，业主诚心卖,245万,1室1厅 | 49.72平米 | 南 | 毛坯 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_20LuXKlEW_1.jpg.296x216.jpg
20201223,宝山,共康,宝山万达商圈+南客厅带阳台+共康路地铁站+满五唯一,285万,2室1厅 | 60.1平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_TR6rz5Wkb.jpg.296x216.jpg
20201223,宝山,共康,笋盘一房+一梯两户+业主诚售+采光好+规划安装电梯中房主自荐,230万,1室1厅 | 51.25平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HxgQjXaYw.jpg.296x216.jpg
20201223,宝山,共康,新上房源+双南两房+您冬季里的首套两房+欢迎随时咨询,295万,2室1厅 | 62.63平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f2e3d7fe-9ae3-4cfb-9beb-b3b327966698_1000.jpg.296x216.jpg
20201223,宝山,共康,此房小房间面积6个平方不计面积，全明户型,265万,2室1厅 | 52.22平米 | 南 | 简装 | 低楼层(共7层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/28ee4a06-0142-4bc8-83db-99781ff75363_1000.jpg.296x216.jpg
20201223,宝山,共康,总价低，楼层好，南北通,户型方正，满五唯一房主自荐,490万,1室2厅 | 73.59平米 | 南 | 简装 | 中楼层(共16层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_czKJNkIbO_1.jpg.296x216.jpg
20201223,宝山,共康,共康雅苑 1室1厅 南,275万,1室1厅 | 50.9平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kObniEk9X.jpg.296x216.jpg
20201223,宝山,共康,15年新小区 品质服务 人车分流房主自荐,407万,2室1厅 | 69.42平米 | 南 | 精装 | 低楼层(共17层) | 2015年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_Ix0rvNcJt_1.jpg.296x216.jpg
20201223,宝山,共康,高区视野开阔 空关看房方便 三面环绿化宜居 交通方便房主自荐,425万,2室2厅 | 71.92平米 | 南 | 简装 | 高楼层(共12层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RL4Ne41cj_1.jpg.296x216.jpg
