20201223,杨浦,控江路,房东诚心出售，出门地铁八号线 ，复式房，近杨浦公园房主自荐,685万,3室2厅 | 126.26平米 | 南 | 简装 | 高楼层(共5层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UHoe1zZRC_1.jpg.296x216.jpg
20201223,杨浦,控江路,凤城二村，01年复式房带露台，5复6，7楼是阁楼间房主自荐,635万,3室2厅 | 112.91平米 | 南 北 | 精装 | 中楼层(共7层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_D0vhzXBmH_1.jpg.296x216.jpg
20201223,杨浦,控江路,内环好房   位置佳 楼层好 税费少 随时签字  看房方便,1000万,3室2厅 | 133.13平米 | 南 | 简装 | 中楼层(共16层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/aa44fabb-d745-42a4-86ea-cce34c522379_1000.jpg.296x216.jpg
20201223,杨浦,控江路,内环内+电梯房+采光无遮挡+正对小花园房主自荐,975万,3室2厅 | 135.61平米 | 南 北 | 简装 | 高楼层(共28层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WHn4vyQm9_1.jpg.296x216.jpg
20201223,杨浦,控江路,满五不唯一，私人花园，东边套全明户型房主自荐,799万,3室2厅 | 108.29平米 | 南 | 简装 | 低楼层(共13层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7HYPEmjgM_1.jpg.296x216.jpg
20201223,杨浦,控江路,少有大双南两房一厅，近杨浦公园，一梯四户,360万,2室1厅 | 59.79平米 | 南 | 简装 | 中楼层(共5层) | 1979年建 | 板楼,http://image1.ljcdn.com/110000-inspection/75569211-3264-4c7a-8f12-246733f9a272_1000.jpg.296x216.jpg
20201223,杨浦,控江路,产权清晰+无抵押+采光无遮挡+近地铁+配套好+房东诚售房主自荐,820万,2室2厅 | 93.55平米 | 南 | 精装 | 低楼层(共17层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_AbzUfPvH6_1.jpg.296x216.jpg
20201223,杨浦,控江路,精装修，拎包入住 诚意出售 欢迎看房！！！房主自荐,268万,2室1厅 | 47.5平米 | 南 | 精装 | 高楼层(共6层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/59afa83a-5ab5-488a-95d1-5d66a345fd48_1000.jpg.296x216.jpg
20201223,杨浦,控江路,此房为双南户型+满五唯一少税+单纯卖房+价钱可谈房主自荐,335万,2室0厅 | 53.36平米 | 南 | 简装 | 高楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_0x1nrddE3_1.jpg.296x216.jpg
20201223,杨浦,控江路,房子精装修，看房方便，楼层好，位置好，价格美丽。新上,642万,1室1厅 | 71.87平米 | 南 | 精装 | 低楼层(共17层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hOQgB4f8u_1.jpg.296x216.jpg
20201223,杨浦,控江路,2005年次新房+地铁双规+采光无遮挡+全明户型房主自荐,480万,1室1厅 | 54.64平米 | 东南 北 | 简装 | 中楼层(共25层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_X3HbfVvKZ.jpg.296x216.jpg
20201223,杨浦,控江路,凤城路104弄 1室1厅 南,220万,1室1厅 | 39.79平米 | 南 | 简装 | 高楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8pOGl4N8d_1.jpg.296x216.jpg
20201223,杨浦,控江路,81年原建 南北通风  一梯四户  带阳台,215万,1室1厅 | 36.5平米 | 南 | 简装 | 中楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_39EdUmUmP_1.jpg.296x216.jpg
20201223,杨浦,控江路,边套86年原建复式+楼上带卫生间+内环内8号线18号线,358万,2室1厅 | 51.45平米 | 南 | 精装 | 高楼层(共5层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GFRD0ELgG_1.jpg.296x216.jpg
20201223,杨浦,控江路,双南两房，中间楼层，采光好，临凤城三村。房主自荐,310万,2室0厅 | 44.6平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mdc5ADPpp_1.jpg.296x216.jpg
20201223,杨浦,控江路,原建房+中间楼层+自如精装修+杨浦公园+不靠马路！房主自荐,182万,1室1厅 | 27.85平米 | 南 | 精装 | 中楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xBWQZHhRg_1.jpg.296x216.jpg
20201223,杨浦,控江路,满五年1/3不唯一，有钥匙，诚意出售,280万,2室1厅 | 47.34平米 | 南 北 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e47200c5-97b3-46ca-a188-dd461753ec96_1000.jpg.296x216.jpg
