20201223,闵行,吴泾,闵行  吴泾   万科阳光苑  精装修  一室户  欢迎咨询,290万,1室1厅 | 61平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/21148a51-0361-4e54-96eb-09ec2964d646_1000.jpg.296x216.jpg
20201223,闵行,吴泾,为了孩子读书，无奈置换，否则真的太舍不得出手了房主自荐,318万,2室2厅 | 98.8平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-bb6b493f-7cbd-446f-8da5-f802a7374a9b.jpg.296x216.jpg
20201223,闵行,吴泾,大三房 采光好 两室朝南 一室朝北 房型正气！,220万,3室1厅 | 71.45平米 | 南 北 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-87a8e9dc-2bd7-4da0-893e-b4ab3fd2c210.jpg.296x216.jpg
20201223,闵行,吴泾,一手动迁大三房 税费少   户型佳,505万,3室2厅 | 118.9平米 | 南 北 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_4fx2PavrW_1.jpg.296x216.jpg
20201223,闵行,吴泾,永德带露台南北2房，低楼层，全明户型,189万,2室1厅 | 53.19平米 | 南 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f136f8f4-7668-4c6a-8673-b0ed3d8a2ef3_1000.jpg.296x216.jpg
20201223,闵行,吴泾,此房精装修！格局好 双南两室 采光好 ！,250万,2室1厅 | 73.67平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/267ff556-c1c4-4210-9ad5-c3c2a4bbb5d3_1000.jpg.296x216.jpg
20201223,闵行,吴泾,美好生活从选择品质小区开始  东边套三房  万科物业,425万,3室1厅 | 90.62平米 | 南 | 精装 | 高楼层(共14层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/42f85890-8833-4772-9727-be293b08b9ed_1000.jpg.296x216.jpg
20201223,闵行,吴泾,新华小区低楼层的双南两房，小区位置好，出行方便,260万,2室1厅 | 75.01平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/71d05c72-a76f-47ad-b82e-7bbe58183c8d_1000.jpg.296x216.jpg
20201223,闵行,吴泾,双柏小区 双南两室精装修 采光好！,220万,2室1厅 | 61.25平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/de2324c0-ddc0-42fd-bf6c-79af51ee193e_1000.jpg.296x216.jpg
20201223,闵行,吴泾,剑川路201弄三房，满五年唯一，采光好，业主诚意出售,355万,3室1厅 | 98.2平米 | 南 北 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4342319e-9895-4a24-ba70-48016b8b4249_1000.jpg.296x216.jpg
20201223,闵行,吴泾,通海小区 简单装修两房 安静舒适,210万,2室1厅 | 64平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/be1bc821-699e-4122-8422-4aec8ab2eb19_1000.jpg.296x216.jpg
20201223,闵行,吴泾,满五-双南两房-视野开阔-通风采光好,248万,2室1厅 | 72.3平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2fbe7ae7-6350-405a-ab6a-52c8ab48dfcd_1000.jpg.296x216.jpg
20201223,闵行,吴泾,氯碱小区 满五唯一 税少 电梯房 采光好房主自荐,170万,1室1厅 | 55.64平米 | 南 | 简装 | 高楼层(共18层) | 1992年建 | 塔楼,http://image1.ljcdn.com/310000-inspection/prod-6e7c3548-aca0-495b-9a3a-4323bf68418e.jpg.296x216.jpg
