20201223,闵行,莘庄,双南户型    楼层低    适合老人带孩子新上,528万,2室1厅 | 65.73平米 | 南 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_quMTxDgE4_1.jpg.296x216.jpg
20201223,闵行,莘庄,沁春园一村 2室1厅 南新上,338万,2室1厅 | 63.53平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dEIq54qrI_1.jpg.296x216.jpg
20201223,闵行,莘庄,水清二村 3室2厅 南,650万,3室2厅 | 144.24平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2jleFnvHK_1.jpg.296x216.jpg
20201223,闵行,莘庄,精装修，满五唯一税费少，小区位置佳，业主诚意出售,418万,3室2厅 | 122.95平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8c0e82bf-86de-4646-80a6-71d022c81b00_1000.jpg.296x216.jpg
20201223,闵行,莘庄,莘浜路285弄 1室1厅 南,285万,1室1厅 | 50.12平米 | 南 | 精装 | 中楼层(共5层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_z3SerIGc2_1.jpg.296x216.jpg
20201223,闵行,莘庄,上海康城双南两房，视野开阔，户型正气，房东诚意出售,458万,2室2厅 | 103.44平米 | 南 | 精装 | 高楼层(共18层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZoE4C4Cev_1.jpg.296x216.jpg
20201223,闵行,莘庄,有茗额+小两房+楼层好+位置好新上,415万,2室1厅 | 50.79平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/dc02f3e6-250c-4a0a-801f-b72ff49e636f_1000.jpg.296x216.jpg
20201223,闵行,莘庄,林水大三房，俯瞰整个莘庄，视野不受限，随时看房主自荐,670万,3室2厅 | 130.01平米 | 南 | 精装 | 高楼层(共16层) | 2009年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-ca30db0d-5066-401e-a549-0731cc92b0cc.jpg.296x216.jpg
20201223,闵行,莘庄,黎安三村大两房 莘庄CBD 近地铁,375万,2室2厅 | 88.13平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c6c0e185-6c2c-4fde-abcf-bf570d779977.jpg.296x216.jpg
20201223,闵行,莘庄,此房满五唯一，可做普通住宅税费少，楼层佳，南北通,293万,2室1厅 | 57.5平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NLr7mS5zy_1.jpg.296x216.jpg
20201223,闵行,莘庄,四开间朝南，户型正气，采光好，有钥匙，阳光房,1169万,4室1厅 | 162.27平米 | 南 | 精装 | 低楼层(共9层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dET8h5SPN_1.jpg.296x216.jpg
