20201223,宝山,上大,全明户型，采光好，配套设施齐全，交通便利房主自荐,610万,2室2厅 | 121.82平米 | 南 | 精装 | 高楼层(共11层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yrmQ7dky1_1.jpg.296x216.jpg
20201223,宝山,上大,店长推荐，满五唯一，精装修，户型方正房主自荐,308万,2室1厅 | 77.5平米 | 南 北 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Bvz46PHsZ_1.jpg.296x216.jpg
20201223,宝山,上大,双轨交通，满五年唯一，小区少有户型 地段热闹!,305万,2室2厅 | 66平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EivbG7NZw_1.jpg.296x216.jpg
20201223,宝山,上大,经典双南双阳台~满五年唯一~精装修~安静采光足房主自荐,515万,2室1厅 | 97.4平米 | 南 | 精装 | 低楼层(共17层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_n4KcIAVKP_1.jpg.296x216.jpg
20201223,宝山,上大,08年次新小区，全明户型，房型正气，小区改造过..,246万,2室1厅 | 57.47平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WDuWGJAtW_1.jpg.296x216.jpg
20201223,宝山,上大,急售09年次新房小区+相邻南大CBD+正气户型南北通房主自荐,325万,2室1厅 | 69.43平米 | 南 | 简装 | 高楼层(共6层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_aB5M0QqPE_1.jpg.296x216.jpg
20201223,宝山,上大,经纬学府涵青花园(二期) 2室2厅 南 北新上,545万,2室2厅 | 93.69平米 | 南 北 | 其他 | 低楼层(共13层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WIeODZ1r9_1.jpg.296x216.jpg
20201223,宝山,上大,满五唯一 南北通透 全明户型 视野开阔 配套方便房主自荐,610万,3室2厅 | 114.02平米 | 南 北 | 简装 | 高楼层(共17层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KlgiC2HUW_1.jpg.296x216.jpg
20201223,宝山,上大,满五，双轨交通，配套齐全，环境优雅，适合居住房主自荐,415万,3室2厅 | 86.88平米 | 南 | 毛坯 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_C1yPW4jRB_1.jpg.296x216.jpg
20201223,宝山,上大,房型正气，南北通，采光充足，配套齐全房主自荐,318万,2室1厅 | 68.08平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UjRV3FSSs_1.jpg.296x216.jpg
